,age,is_selfie_verified,gender,schools,city,show_gender_on_profile,relationship_intent,sexual_orientations,hide_age,hide_distance,is_traveling,custom_gender,zodiac_sign,height,education_level,relationship_type,workout,professions,company_name,has_face
1120,20.0,False,,University of Amsterdam,Amsterdam,0.0,"Long-term, open to short",,,,,,Sagittarius,165.0,In College,Monogamy,Often,,,True
1121,22.0,False,,,,0.0,Still figuring it out,,,,,,,,In Grad School,,Often,,,True
1122,25.0,True,,,,0.0,Still figuring it out,,,,,,Libra,,,,Often,Supervisor Proces operator,Norah,True
1123,21.0,False,,NHL Hogeschool,,0.0,,,,,,,,,In Grad School,,,,,True
1124,22.0,True,,Universiteit van Amsterdam,Amsterdam,0.0,Still figuring it out,,,,,,Libra,165.0,In College,,,,,True
1125,26.0,True,,,,0.0,Still figuring it out,,0.0,0.0,1.0,,Cancer,176.0,In Grad School,,Often,Business Consultant,,False
1126,21.0,False,,Windesheim,,0.0,Still figuring it out,,,,0.0,,Scorpio,,In Grad School,,,"Afgestudeerd, nu tussenjaar",,True
1127,22.0,False,,Universiteit van Amsterdam,Amsterdam,0.0,,,,,0.0,,Aquarius,,,,Often,,,True
1128,21.0,False,,Iselinge Hogeschool,Zelhem,0.0,"Long-term, open to short",,,,,,Virgo,172.0,In Grad School,,Everyday,Kinderopvang,,True
1129,24.0,False,,Hogeschool van Amsterdam,,0.0,,,,,0.0,,,,,,,,,False
1130,22.0,True,,HBO Sportkunde,Wageningen,0.0,Still figuring it out,,0.0,0.0,0.0,,Aquarius,,In Grad School,,Often,,,True
1131,25.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
1132,22.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1133,24.0,False,,Universiteit van Amsterdam,,0.0,,,,,,,,,,,,,,True
1134,26.0,True,F,,Leeuwarden,,,,0.0,0.0,0.0,,Cancer,,,,,,,True
1135,25.0,True,,Master Projectmanagement,,0.0,Still figuring it out,,,,,,Gemini,,Masters,Monogamy,Often,Projectmanager,,True
1136,23.0,False,,,Bremen,0.0,Long-term partner,,,,,,Capricorn,,,,Often,,,False
1137,21.0,True,,Uvsq,Paris,0.0,New friends,,,,,,Gemini,,Bachelors,,Often,,,True
1138,21.0,True,,Mbo Amersfoort,,0.0,,,,,0.0,,,,,,,,,True
1139,22.0,False,,,Heino,0.0,"Short-term, open to long",,,,,,Aquarius,,Trade School,,Sometimes,Verkoopster,,True
1140,23.0,False,,Hochschule Osnabrück,,0.0,"Long-term, open to short",,,,,,,,,,,,,False
1141,26.0,False,,,Utrecht,0.0,Still figuring it out,,,,,,Pisces,163.0,,,,Kitchen architect,,True
1142,24.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,Bachelors,,,,,True
1143,26.0,True,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,,,,,,Cancer,,In College,,,,,True
1144,21.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1145,22.0,False,,,,0.0,Short-term fun,Straight,,,,,,,,,,,,True
1146,27.0,False,F,Orthopedagogie,,,,,,,,,,,,,,,,True
1147,25.0,True,F,Hogeschool van Amsterdam,Alkmaar,,Still figuring it out,,,,,,,,,,,,,True
1148,19.0,True,,Geneeskunde UU,Utrecht,0.0,Still figuring it out,,,,,,Libra,,Bachelors,,,,,True
1149,23.0,False,F,Utrecht University,Utrecht,1.0,Still figuring it out,,0.0,0.0,,,,,,,,,,True
1150,24.0,True,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,False
1151,27.0,False,,Universidad de Murcia,,0.0,Long-term partner,,,,,,Taurus,,In Grad School,Monogamy,Often,,,False
1152,25.0,False,,UMCG,Groningen,0.0,Still figuring it out,,,,0.0,,,,Bachelors,,,,,True
1153,20.0,False,,Tussenjaar,,0.0,"Short-term, open to long",,,,,,,,In College,,Often,,,True
1154,21.0,True,,,Heemskerk,0.0,Still figuring it out,,,,,,Aquarius,170.0,In College,,Often,Leraar techniek,,True
1155,21.0,True,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1156,26.0,False,F,,Utrecht,,,,0.0,0.0,0.0,,,,,,,Sociotherapeute,Forensisch Psychiatrische Afdeling Den Dolder,False
1157,22.0,True,,,,0.0,Still figuring it out,Bisexual,,,,,Aquarius,,High School,Monogamy,Often,Pflegefachfrau,,False
1158,19.0,False,,,,0.0,Still figuring it out,Bisexual,,,,,Capricorn,166.0,In College,Open to exploring,Sometimes,,,True
1159,19.0,True,,,,0.0,Still figuring it out,,,,,,,,,Monogamy,Often,Model,,False
1160,26.0,False,F,,,1.0,Still figuring it out,,,,1.0,,Gemini,,Bachelors,Monogamy,,,,True
1161,29.0,True,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1162,24.0,False,,Helicon paraveterinair ,Ooij,0.0,,,,,,,,,,,,horeca,,True
1163,22.0,True,,Universität Osnabrück,,0.0,,,,,,,,,,,,,,False
1164,22.0,False,,,,0.0,,,,,,,Taurus,,Bachelors,,,,,True
1165,23.0,True,F,geen scholier,Noord-Scharwoude,,"Long-term, open to short",,0.0,0.0,,,Libra,,Trade School,,Sometimes,Verzorgende IG,De Raatstede,True
1166,27.0,False,,,Amsterdam,0.0,,,,,,,,,,,,,,True
1167,25.0,False,,,,0.0,Still figuring it out,,,,,,Scorpio,,,,,Verpleegkundige,,True
1168,24.0,False,,Radboud Universiteit Nijmegen,,0.0,,,,,,,,,,,,,,True
1169,22.0,False,,Fachhochschule Münster,,0.0,,,,,,,Capricorn,,In College,,Often,,,True
1170,24.0,False,,Radboud Universiteit Nijmegen,Nijmegen,0.0,Long-term partner,,,,,,,,,Monogamy,,,,True
1171,23.0,False,F,VU University Amsterdam,Amsterdam,1.0,,,,,,,Scorpio,,Bachelors,,,,,True
1172,34.0,True,,,Zevenaar,0.0,New friends,,,,,,Scorpio,,High School,,,"[{'company': {'name': 'Taxi Witteveen'}, 'title': None}]",Taxi Witteveen,False
1173,19.0,False,,University of Amsterdam,Bordeaux,0.0,Still figuring it out,,0.0,0.0,1.0,,,,,,Everyday,,,True
1174,26.0,True,F,Hogeschool voor de Kunsten ArtEZ,Amersfoort,1.0,,Straight,,,,,Taurus,,In Grad School,Monogamy,,Docerend theatermaker en Disney prinses bij eigen bedrijf,,True
1175,22.0,True,,Hanzehogeschool Groningen,Groningen,0.0,"Long-term, open to short",,,,0.0,,Taurus,,,,,,,True
1176,21.0,True,,,Markelo,0.0,Still figuring it out,,,,,,,,,,,,,True
1177,19.0,False,,,,0.0,Still figuring it out,,,,,,Leo,,In College,,Sometimes,Social media manager,,True
1178,27.0,False,F,,,,"Long-term, open to short",,0.0,0.0,,,,,,,,Planning & Coördinatie Arbodiensten,,True
1179,24.0,True,,,,0.0,Still figuring it out,,,,,,,,,,Often,,,False
1180,26.0,False,,,,0.0,,,,,0.0,,,,,,,,,True
1181,23.0,False,,Universiteit van Amsterdam,,0.0,,,,,,,,,,,,,,True
1182,21.0,True,,,,0.0,,,,,,,,,,,,,,True
1183,24.0,False,,,,0.0,Still figuring it out,,,,,,Virgo,176.0,Bachelors,Monogamy,Often,Sociaal werk,,True
1184,20.0,False,,,Osnabrück,0.0,Long-term partner,,,,,,Libra,175.0,,,,,,True
1185,22.0,True,,Universität Bremen,Bremen,0.0,,,,,,,Scorpio,,In College,,Occasionally,,,True
1186,23.0,False,,,Bremen,0.0,Short-term fun,,,,,,Leo,,,Open to exploring,Never,Erzieherin,Inobhutnahme,True
1187,23.0,False,,Westfälische Wilhelms-Universität,,0.0,Still figuring it out,,,,,,,,,,,,,True
1188,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
1189,21.0,True,,Westfälische Wilhelms-Universität,Münster,0.0,Still figuring it out,,,,,,Sagittarius,,In College,,,,,True
1190,26.0,True,,Zone college,,0.0,Still figuring it out,,,,0.0,,Taurus,,Trade School,,Often,Paraveterinair,Kattenkliniek,True
1191,22.0,False,,NHL Hogeschool,,0.0,,,,,,,,,In Grad School,,Often,Verpleegkundige,,True
1192,24.0,False,,,,0.0,Still figuring it out,,,,,,,,In Grad School,,Often,,,True
1193,23.0,True,F,,,1.0,,Straight,0.0,0.0,0.0,,Aries,,,,,,,True
1194,26.0,False,F,,Rio de Janeiro,,,,0.0,0.0,0.0,,,,,,,,,False
1195,21.0,True,,Westfälische Wilhelms-Universität,Münster,0.0,,,,,,,Aquarius,,In College,,,BWL,,True
1196,23.0,False,,,,0.0,Still figuring it out,,,,,,Aries,,,Monogamy,,,,True
1197,25.0,False,,Content & Media Strategy,Groningen,0.0,,,,,,,Leo,,Masters,,Often,Marketeer,,True
1198,22.0,False,,Hogeschool Utrecht,,0.0,Still figuring it out,,,,,,,,,,,,,True
1199,23.0,False,,Universität Bremen,,0.0,,,0.0,0.0,0.0,,,,,,,Studentin,,False
1200,25.0,True,,,Uddel,0.0,"Short-term, open to long",,0.0,0.0,0.0,,,,,,,,,True
1201,25.0,True,,Hogeschool van Arnhem en Nijmegen,Nijmegen,0.0,Still figuring it out,,,,,,Virgo,175.0,In College,Monogamy,Often,,,True
1202,27.0,True,F,,,,,few,,,,,Aquarius,,Masters,,Often,,,True
1203,40.0,False,,Universität Bremen,,0.0,Still figuring it out,,,,,,Aquarius,,,Monogamy,,Meister im Handwerk,viva la Hair,False
1204,19.0,True,,,,0.0,"Short-term, open to long",,,,,,Taurus,165.0,,,,,,False
1205,26.0,False,F,,,1.0,Long-term partner,Straight,,,,,Cancer,,,,Sometimes,Medizinische Fachangestellte,,True
1206,24.0,False,,,,0.0,Still figuring it out,,,,,,Cancer,,,,Often,,,True
1207,24.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1208,27.0,True,F,Vumc Amstel Academie.,,,Long-term partner,,0.0,0.0,0.0,,Pisces,,Bachelors,Monogamy,,KinderVerpleegkundige,X,True
1209,19.0,False,,Escuela Superior de Diseño de Madrid,,0.0,Short-term fun,,,,,,Capricorn,167.0,In College,Monogamy,,,,True
1210,23.0,False,,,,0.0,,,,,,,,168.0,In Grad School,,,,,True
1211,27.0,True,F,,Zaandam,,Still figuring it out,,,,0.0,,Cancer,,Trade School,,Often,,,True
1212,26.0,False,,,,0.0,"Long-term, open to short",,,,0.0,,Pisces,,In College,,Occasionally,,,True
1213,22.0,False,,Hogeschool van Arnhem en Nijmegen,Nijmegen,0.0,,,,,,,Gemini,173.0,In Grad School,,Often,HBO verpleegkunde,HAN,True
1214,22.0,False,,Utrecht University,Utrecht,0.0,,,,,0.0,,,,,,Often,Rechtsgeleerdheid,,True
1215,24.0,False,,,Amsterdam,0.0,"Long-term, open to short",,,,0.0,,Virgo,,Bachelors,Monogamy,,,,True
1216,22.0,True,,,,0.0,Still figuring it out,,,,,,Leo,,In Grad School,,,,,True
1217,20.0,False,,,Leeuwarden,0.0,Still figuring it out,,,,0.0,,,,,,Sometimes,,,True
1218,20.0,False,,Catholic University of Leuven,,0.0,Still figuring it out,,,,,,Libra,,In College,,,,,True
1219,26.0,False,,,,0.0,,,0.0,1.0,0.0,,Cancer,170.0,Masters,,Often,PhD,Erasmus MC,False
1220,27.0,False,F,,Bonn,,,,,,0.0,,Sagittarius,,,,Never,,,True
1221,27.0,False,,,,0.0,,,0.0,0.0,0.0,,Libra,,,,Often,,,True
1222,34.0,False,F,,,1.0,,Straight,0.0,0.0,1.0,,Aries,,Bachelors,,,,,True
1223,21.0,False,,Westfälische Wilhelms-Universität,,0.0,,,,,,,,,,,,,,True
1224,22.0,True,,,,0.0,,,,,,,,,,,,,,True
1225,25.0,False,,Hogeschool van Arnhem en Nijmegen,,0.0,Still figuring it out,,,,,,,,In Grad School,,,Verpleegkundige,,True
1226,24.0,False,,TIO University of Applied Sciences,Heerhugowaard,0.0,Still figuring it out,,,,,,Taurus,,Bachelors,,Often,kassa en service medewerker,mediamarkt,True
1227,25.0,True,,Hogeschool van Arnhem en Nijmegen,,0.0,Still figuring it out,,,,,,Virgo,,In College,,,,,True
1228,22.0,True,,University of Amsterdam,Utrecht,0.0,,,,,0.0,,,,,,,,,True
1229,20.0,True,,EBZ Business School - University of Applied Sciences,,0.0,,,,,,,,165.0,,,Often,,,False
1230,27.0,False,,,Utrecht,0.0,,,,,,,Leo,164.0,,,,,,True
1231,25.0,False,,,Amersfoort,0.0,"Long-term, open to short",,,,0.0,,,,,,,Verpleegkundige,,True
1232,22.0,True,,Hogeschool Windesheim Zwolle,Zeewolde,0.0,,,,,,,,,,,,SNS Bank,,True
1233,24.0,True,,Uni,,0.0,"Long-term, open to short",,,,,,Leo,164.0,In College,,Often,,,True
1234,24.0,True,,,,0.0,Short-term fun,,,,,,,,,,Often,,,True
1235,30.0,True,,,Utrecht,0.0,,,0.0,0.0,0.0,,Pisces,,,,,,,True
1236,23.0,True,,,,0.0,Still figuring it out,,,,,,Leo,174.0,,Monogamy,Sometimes,,,True
1237,21.0,False,,,,0.0,"Short-term, open to long",,0.0,0.0,0.0,,Cancer,173.0,In College,Monogamy,Gym rat,,,True
1238,27.0,False,,,,0.0,,,,,,,Cancer,,In Grad School,,,,,True
1239,23.0,False,,,Amsterdam,0.0,New friends,,,,,,,,,,,,,False
1240,23.0,True,F,Windesheim,,1.0,"Short-term, open to long",,,,0.0,,Leo,,In Grad School,,,,,True
1241,24.0,False,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,0.0,0.0,,,,,Trade School,,,Pedagogisch medewerker,,True
1242,21.0,False,,,Amsterdam,0.0,,,,,,,Sagittarius,175.0,In College,Monogamy,Often,Pastry Chef,,False
1243,22.0,False,,,,0.0,Still figuring it out,,,,,,,,,Monogamy,Often,,,False
1244,22.0,True,,Hogeschool van Amsterdam,Zaandam,0.0,Long-term partner,,,,,,Libra,170.0,In Grad School,Monogamy,Sometimes,Financieel medewerkster,DC Klinieken,True
1245,28.0,False,F,,,1.0,Still figuring it out,,,,,,Scorpio,165.0,Trade School,Open to exploring,,Thuiszorg,,True
1246,19.0,False,,,,0.0,Still figuring it out,,,,,,Cancer,177.0,In Grad School,,Often,Serveerster,,True
1247,24.0,True,,Hogeschool INHOLLAND,Diemen,0.0,Still figuring it out,,,,,,Sagittarius,168.0,In Grad School,,,Customer care,,True
1248,25.0,True,F,Van Hall Larenstein University of Applied Sciences,Leeuwarden,,,,,,0.0,,Taurus,,,,,,,True
1249,26.0,False,,Business Administration,Utrecht,0.0,"Long-term, open to short",,,,,,Gemini,,,Monogamy,,Proces expert,,True
1250,20.0,False,,Alo,,0.0,"Short-term, open to long",,,,,,,,In Grad School,,,,,True
1251,24.0,True,,,Heerenveen,0.0,"Long-term, open to short",Straight,,,,,Aries,,,Monogamy,Often,Servicecoordinator,Installatietechniek,True
1252,23.0,False,,,,0.0,,,0.0,0.0,,,Leo,,,,,,,True
1253,27.0,False,,,Amsterdam,0.0,,,,,,,,,,,,MarCom Manager,ConnectBike,True
1254,24.0,False,,Université de Bourgogne - Dijon,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1255,24.0,True,,,,0.0,"Long-term, open to short",,,,,,Aquarius,,,,,Marketingcommunicatie,,True
1256,23.0,True,,Hogeschool van Amsterdam,,0.0,Still figuring it out,,,,,,Aquarius,,In Grad School,,Often,"[{'company': {'name': 'TRAINMORE'}, 'title': None}]",TRAINMORE,False
1257,27.0,False,F,,,,,,,,,,Virgo,,,,,"[{'company': {'name': 'Skischule Hinterthal - Sp'}, 'title': None}]",Skischule Hinterthal - Sp,False
1258,26.0,False,F,,,,,,,,0.0,,,,,,,,,True
1259,21.0,False,,,,0.0,Still figuring it out,,,,,,,182.0,,,Often,Doktersassistente,,True
1260,23.0,True,F,,Bergen-Binnen,1.0,,,,,0.0,,Leo,,,,,klm ground agent,KLM,True
1261,20.0,False,,Schoevers,,0.0,"Short-term, open to long",Straight,,,,,Virgo,,In College,Monogamy,Sometimes,Office manager,Fides Vastgoedmanagement,False
1262,22.0,False,,Universiteit van Amsterdam,,0.0,Still figuring it out,,,,,,,,,,,,,False
1263,23.0,False,,,Purmerend,0.0,,,,,,,Leo,,In Grad School,,,Productieleider,,False
1264,23.0,False,F,Fachhochschule Münster,Münster,1.0,,,,,,,Libra,,In College,,Occasionally,,,True
1265,25.0,False,,,Osnabrück,0.0,,,,,,,Leo,,,,Often,,,True
1266,27.0,False,,Luigi Bocconi University,,0.0,Still figuring it out,Straight,,,,,,,,,,,,True
1267,21.0,False,,,Delfstrahuizen,0.0,,,,,,,,,,,,,,True
1268,23.0,False,,Verpleegkunde,Zwolle,0.0,,,,,,,,,,,,,,True
1269,23.0,False,,,Vechta,0.0,Long-term partner,,,,,,Scorpio,,,,,Hauswirtschaftlerin,,True
1270,23.0,False,F,,Amsterdam,1.0,,,,,,,Libra,,,,,Advertising,,True
1271,24.0,True,,,Delmenhorst,0.0,,Straight,,,,,Cancer,,,Monogamy,Everyday,,,True
1272,23.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1273,24.0,True,,Hogeschool Utrecht,Hilversum,0.0,Still figuring it out,,,,,,,,,,Sometimes,,,True
1274,20.0,False,,,,0.0,Still figuring it out,,,,,,Libra,,,,,,,False
1275,21.0,False,,,Castricum,0.0,Still figuring it out,,,,,,Aries,160.0,In College,,,Afdelingsassistente psychiatrie,Parnassia,True
1276,25.0,False,F,Vrije Universiteit Amsterdam,,,,,,,0.0,,,,,,,,,False
1277,20.0,True,,horizon college ,,0.0,"Short-term, open to long",,,,,,Cancer,165.0,Trade School,Open to exploring,,,,True
1278,19.0,False,,,Bremen,0.0,"Long-term, open to short",,,,,,Libra,179.0,,,,,,False
1279,25.0,False,,Diergeneeskunde,,0.0,,,,,,,Taurus,,Masters,,Often,,,True
1280,22.0,False,,Hogeschool Utrecht,Arnhem,0.0,,,,,,,,,In Grad School,,Often,Verpleegkundige,,False
1281,25.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,False
1282,26.0,False,,,,0.0,,,0.0,0.0,,,,,,,,,,True
1283,20.0,False,,Hanzehogeschool Groningen,Amsterdam,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1284,26.0,False,,,,0.0,Still figuring it out,,,,,,Sagittarius,165.0,Trade School,Monogamy,Everyday,Verkoopster,Only,True
1285,26.0,True,,,,0.0,"Long-term, open to short",,,,,,Cancer,168.0,Masters,,Often,,,True
1286,19.0,False,,,,0.0,Still figuring it out,Straight,,,,,,168.0,,,Sometimes,,,True
1287,23.0,True,,Erasmus Universiteit Rotterdam,Didam,0.0,Still figuring it out,,,,,,Cancer,175.0,Bachelors,,Often,,,True
1288,23.0,False,,Doktersassistente,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1289,20.0,True,,,Utrecht,0.0,,,,,,,,,,,,Pedagogisch medewerker,,True
1290,26.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1291,24.0,False,,,,0.0,,,,,,,Capricorn,,,,,,,True
1292,24.0,True,,,,0.0,,,,,,,,,,,,,,True
1293,26.0,False,,,Bremen,0.0,Still figuring it out,,,,,,Capricorn,170.0,,,Sometimes,,,True
1294,19.0,False,,,,0.0,New friends,,,,,,Scorpio,,In Grad School,Monogamy,,,,True
1295,22.0,False,,,Bottrop,0.0,Still figuring it out,,,,,,Leo,,In College,,Often,,,True
1296,21.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,Helikopterpiloot,,True
1297,24.0,False,F,,,1.0,"Long-term, open to short",,,,,,Virgo,168.0,,Monogamy,,Alpaca Eco Farm,,True
1298,25.0,True,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,True
1299,25.0,False,,Hochschule Osnabrück,Osnabrück,0.0,,,,,,,,,,,,"[{'company': {'name': 'BASF'}, 'title': None}]",BASF,True
1300,23.0,False,,,,0.0,"Long-term, open to short",,,,,,Virgo,,,,,,,True
1301,24.0,False,,Hogeschool Saxion,Deventer,0.0,Long-term partner,,,,,,,,Bachelors,,Often,,,True
1302,19.0,False,,,,0.0,Still figuring it out,Straight,,,,,Leo,,,,,,,False
1303,20.0,True,,ROC hengelo,,0.0,Still figuring it out,,,,,,Scorpio,,Trade School,,,,,True
1304,25.0,True,,,,0.0,,,,,,,Pisces,,Bachelors,,,,,True
1305,31.0,False,F,Universiteit Leiden /  Leiden University,Amsterdam,,"Long-term, open to short",,0.0,0.0,,,Sagittarius,,Masters,,Everyday,Psycholoog,,True
1306,19.0,True,,Rijnijssel,,0.0,Still figuring it out,,,,,,Capricorn,170.0,,,Sometimes,,,True
1307,23.0,False,,,IJmuiden,0.0,"Short-term, open to long",,,,,,Libra,175.0,Trade School,Monogamy,Sometimes,Verpleegkundige,Amsterdam UMC,True
1308,25.0,False,,,,0.0,New friends,,,,,,,,,,,,,True
1309,25.0,True,,,,0.0,Still figuring it out,,,,,,Taurus,,Bachelors,Monogamy,Often,,,True
1310,20.0,False,,Interieur,,0.0,,Straight,,,,,Virgo,,Trade School,,,Interior Design,Lussodesign,True
1311,22.0,False,,,Overdinkel,0.0,,,,,,,Pisces,,,,,Verpleegkundige,Liberein,True
1312,21.0,False,,,,0.0,Still figuring it out,,,,,,Libra,,,,,,,True
1313,24.0,False,,Istituto Marangoni,,0.0,,,,,,,Libra,,,,,,,True
1314,26.0,True,,NHL Hogeschool,,0.0,Still figuring it out,,,,,,Scorpio,163.0,,,Often,Medewerker incassobureau,,True
1315,24.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,Sometimes,,,True
1316,28.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1317,21.0,True,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1318,24.0,True,F,Hogeschool Utrecht,Alkmaar,1.0,Still figuring it out,,,,,,Cancer,170.0,Bachelors,,,,,True
1319,26.0,False,,,,0.0,,,,,0.0,,Leo,,In College,,Often,,,True
1320,22.0,False,,,Veenendaal,0.0,"Long-term, open to short",,,,,,Capricorn,,Trade School,,Often,Begeleider,InteraktContour,True
1321,32.0,False,,,Nijmegen,0.0,"Short-term, open to long",,0.0,0.0,,,Aries,172.0,,,Often,,,True
1322,25.0,False,,,,0.0,,,,,,,,,Bachelors,,Often,,,True
1323,20.0,False,,Universiteit van Amsterdam,,0.0,Still figuring it out,,,,,,,,,,,,,True
1324,20.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,False
1325,20.0,False,,Hotel School The Hague,Amsterdam,0.0,"Short-term, open to long",,,,,,Scorpio,,In Grad School,,,Basic-Fit,,True
1326,19.0,True,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1327,22.0,False,,,Nijmegen,0.0,"Long-term, open to short",,,,,,Taurus,,In Grad School,,Often,,,True
1328,23.0,True,,,,0.0,,,,,,,Libra,177.0,,,,,,False
1329,24.0,True,,Vrije Universiteit Amsterdam,,0.0,"Short-term, open to long",,,,,,Aries,,In College,,Sometimes,,,False
1330,19.0,False,,Hogeschool Saxion,,0.0,Still figuring it out,,,,,,,,In Grad School,,Often,,,True
1331,22.0,False,,,Stuttgart,0.0,Still figuring it out,,,,,,Sagittarius,,In College,,Often,,,True
1332,19.0,False,,,,0.0,,,,,,,Pisces,,,,,,,True
1333,21.0,False,,NHL Stenden Hogeschool,,0.0,Still figuring it out,,,,,,Sagittarius,,In College,,Sometimes,,,True
1334,23.0,True,,,,0.0,,,,,0.0,,Virgo,,,,,Mediengestalterin,,True
1335,26.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1336,23.0,False,,Hogeschool van Amsterdam,Amsterdam,0.0,"Long-term, open to short",,,,,,Leo,,,,,Horeca,,True
1337,24.0,False,,Hogeschool Utrecht,,0.0,,,,,,,Libra,,In Grad School,,,,,True
1338,23.0,False,,,,0.0,Still figuring it out,,0.0,0.0,,,Libra,,,,Often,Stewardess,KLM,True
1339,23.0,False,,,,0.0,,,,,,,Sagittarius,,Masters,,Often,,,True
1340,24.0,True,,,Haarlem,0.0,"Long-term, open to short",,,,,,Scorpio,,,,Often,Paraveterinair,,True
1341,34.0,False,,,,0.0,"Short-term, open to long",,0.0,0.0,,,Gemini,,Masters,,Often,,,True
1342,22.0,False,,NHL Hogeschool,Joure,0.0,Still figuring it out,,,,,,Aries,177.0,In Grad School,,,Horeca,,True
1343,23.0,False,,Commerciele  Economie,,0.0,,,,,,,,,In Grad School,,,,,True
1344,23.0,False,,University of Amsterdam,,0.0,,,,,,,,,,,,,,True
1345,25.0,False,,,,0.0,"Long-term, open to short",,0.0,0.0,,,,,,,,,,True
1346,24.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1347,24.0,False,,,,0.0,"Long-term, open to short",,,,,,Aries,,In College,,,,,False
1348,24.0,False,,,,0.0,Still figuring it out,,,,,,Cancer,167.0,Bachelors,,Often,,,True
1349,28.0,True,,Universiteit van Amsterdam,,0.0,"Short-term, open to long",,,,,,,,Masters,,,,,True
1350,24.0,True,,Hogeschool Utrecht,,0.0,"Short-term, open to long",,,,,,,,In Grad School,,,,,True
1351,23.0,False,,NHL Hogeschool,,0.0,"Short-term, open to long",,,,,,Virgo,,,,,,,False
1352,27.0,False,,Technische Universität Carolo-Wilhelmina zu Braunschweig,,0.0,"Short-term, open to long",,,,,,,170.0,,,,,,True
1353,19.0,False,, Münster berufskolleg,,0.0,"Long-term, open to short",,,,,,Capricorn,163.0,High School,Open to exploring,Often,,,True
1354,22.0,False,F,Rechtsgeleerdheid,Doetinchem,1.0,,Straight,,,,,Gemini,,Bachelors,,,,,True
1355,22.0,False,,,Haarlem,0.0,Still figuring it out,,,,,,Pisces,162.0,,,Sometimes,Pedagogisch medewerker BSO,,False
1356,23.0,True,,University of Amsterdam,Amsterdam,0.0,,,,,,,Gemini,176.0,,,Often,"[{'company': {'name': 'Christian Dior'}, 'title': None}]",Christian Dior,True
