,age,is_selfie_verified,gender,schools,city,show_gender_on_profile,relationship_intent,sexual_orientations,hide_age,hide_distance,is_traveling,custom_gender,zodiac_sign,height,education_level,relationship_type,workout,professions,company_name,has_face
874,30.0,True,,University of Groningen,Groningen,0.0,New friends,,,,,,Cancer,,Bachelors,Monogamy,Never,Student,UMCG-KI,True
875,40.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,Bisexual,0.0,0.0,0.0,,Capricorn,170.0,Masters,Monogamy,Sometimes,Productiemedewerker,,True
876,35.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,Sometimes,,,True
877,23.0,True,,,Valencia,0.0,"Short-term, open to long",,,,0.0,,Taurus,,Bachelors,,,,,True
878,46.0,False,M,Noordelijke Hogeschool Leeuwarden,Groningen,,Still figuring it out,,,,1.0,,Virgo,,,,,,,True
879,26.0,True,F,HU HRM,Utrecht,,"Long-term, open to short",,,,0.0,,,,,,,,,True
880,28.0,True,,Rijksuniversiteit Groningen,,0.0,"Long-term, open to short",,,,0.0,,Leo,186.0,Masters,,,Business Developer,Gomibo,True
881,22.0,True,,,Almere,0.0,,Bisexual,,,0.0,,Scorpio,164.0,High School,Open to exploring,Sometimes,huisdier,,True
882,32.0,False,,nobody knows,Arnhem,0.0,,,,,0.0,,,,,,,Technical manager,x,True
883,41.0,False,,Universität Bremen,Paris,0.0,Short-term fun,,,,0.0,,Scorpio,,High School,Open to exploring,Occasionally,Self employed,By my self,True
884,27.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,Cancer,177.0,Masters,,,Jurist,,True
885,28.0,False,,,Hoogeveen,0.0,,,,,,,Leo,,In Grad School,,Often,,,True
886,28.0,True,,,Groningen,0.0,Long-term partner,Straight,,,0.0,,,160.0,,Monogamy,,,,True
887,47.0,True,M,University of Groningen,Groningen,,Still figuring it out,,0.0,0.0,1.0,,Capricorn,,,,Often,Artistic Leader,,True
888,23.0,True,M,Universiteit Utrecht,,1.0,,,,,,,,,Bachelors,,,,,True
889,45.0,False,F,,,1.0,Still figuring it out,Straight,,,,,,,Trade School,,Often,zorgassistent UMCG,,True
890,24.0,False,,Peoples' Friendship University of Russia,Bremen,0.0,"Short-term, open to long",,,,0.0,,Libra,172.0,Bachelors,,Occasionally,Student,,False
891,21.0,False,,,,0.0,Still figuring it out,,,,1.0,,,,,,,,,True
892,31.0,True,,Universiteit Utrecht,Amsterdam,0.0,"Long-term, open to short",,,,,,,,,,,,,True
893,25.0,False,,Christelijke Hogeschool Ede,,0.0,Still figuring it out,,,,,,Gemini,,,,,Verpleegkundige,,True
894,25.0,False,,VU University Amsterdam,Amsterdam,0.0,,,,,,,,,,,,,,True
895,41.0,True,M,,Groningen,,Still figuring it out,,,,,,Capricorn,202.0,Masters,Monogamy,Often,,,True
896,20.0,False,,University of London - School of Advanced Study,,0.0,,Straight,,,,,,,,,,,,True
897,22.0,True,,,,0.0,Still figuring it out,,,,,,Virgo,,In College,,,,,True
898,27.0,False,,,,0.0,"Short-term, open to long",,,,,,Taurus,,,Monogamy,,,,True
899,29.0,False,,,,0.0,"Long-term, open to short",,,,0.0,,,,,,,,,True
900,23.0,True,,,,0.0,"Long-term, open to short",,,,0.0,,Libra,,,,,Verpleegkundige,,True
901,20.0,True,,NHL Hogeschool,Hoogwoud,0.0,,,,,,,Sagittarius,,In Grad School,,Often,Horeca,,True
902,29.0,True,,Rijksuniversiteit Groningen,,0.0,,,,,,,Sagittarius,,Masters,,,Behandelrapporteur,,True
903,23.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
904,24.0,False,,Universiteit van Amsterdam,Amsterdam,0.0,Still figuring it out,,,,,,Leo,167.0,Bachelors,,,,,True
905,20.0,True,,Universidade Federal Fluminense,,0.0,New friends,,,,,,,,,,,,,False
906,22.0,False,F,,,1.0,,,,,0.0,,,,,,,,,True
907,21.0,True,,,,0.0,"Short-term, open to long",,,,,,Capricorn,,,,Often,Landschaftsgärtnerin,,False
908,29.0,True,,Hogeschool Van Hall Larenstein,,0.0,,,,,,,,178.0,Bachelors,Monogamy,Often,Rentmeesterij,Natuurorganisatie,True
909,28.0,False,,University of Twente,,0.0,,,,,,,,,In College,,,,,True
910,44.0,True,M,Hanze University Groningen,,,"Short-term, open to long",,,,0.0,,,,,,Often,,,True
911,22.0,True,F,Ростовский государственный университет путей сообщения,Ростов-на-Дону,1.0,Still figuring it out,Straight,,,0.0,,,,,,Often,,,True
912,22.0,True,,De Rooi Pannen ,Breda,0.0,"Long-term, open to short",,,,,,Aquarius,,Trade School,,Sometimes,Leerling gespecialiseerd kok,Bij de Nonnen,True
913,33.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,Monogamy,Often,FEC analist,,True
914,30.0,True,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
915,25.0,True,,Universität Vechta,Saterland,0.0,Long-term partner,,,,,,Aquarius,,Masters,,Occasionally,,,True
916,39.0,False,M,,Groningen,,Still figuring it out,,,,,,,190.0,In Grad School,,,Journalist,,False
917,32.0,True,M,Universität Vechta,Vechta,1.0,"Long-term, open to short",Gay,,,,,Aquarius,,In College,,Often,"[{'company': {'name': 'Universität Vechta'}, 'title': None}]",Universität Vechta,True
918,28.0,True,M,Hanze University of Applied Sciences Groningen,,,Long-term partner,,,,,,Gemini,,,Monogamy,,,,True
919,33.0,False,,,,0.0,"Short-term, open to long",Gay,,,,,Sagittarius,,,,,,,True
920,28.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,sociotherapeut,,False
921,23.0,False,,Toegepaste Psychologie ,Nijmegen,0.0,,,,,,,,,,,,,,False
922,20.0,False,,University of Cologne,,0.0,"Long-term, open to short",,,,,,Taurus,,In College,Monogamy,Sometimes,Studium der Volkswirtschaftslehre,,False
923,38.0,False,,Vysoká škola logistiky,,0.0,"Short-term, open to long",,0.0,1.0,1.0,,,,,,,,,True
924,27.0,True,F,,,,Short-term fun,,,,0.0,,,,,,,,,True
925,35.0,False,,,هيلفرسوم,0.0,Long-term partner,,,,,,,,In College,Monogamy,,,,True
926,24.0,False,,,Amsterdam,0.0,Still figuring it out,,,,,,Aquarius,167.0,Masters,,Often,Projectmedewerker,,True
927,47.0,True,M,NHL Leeuwarden,Groningen,1.0,"Short-term, open to long",,0.0,0.0,0.0,,Leo,169.0,In Grad School,,Sometimes,,,True
928,20.0,False,,Johan Cruyff College,,0.0,Still figuring it out,,,,,,Taurus,180.0,In College,,Everyday,,,False
929,21.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
930,26.0,False,,Universität Bremen,,0.0,,,,,,,,,In College,,,,,True
931,27.0,True,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,Capricorn,,Bachelors,,Often,Diëtist,,True
932,23.0,False,,,Osnabrück,0.0,,,,,,,Taurus,,,,,Erzieherin,,True
933,27.0,False,F,,,,,,,,,,,,,,,,,True
934,34.0,False,,,,0.0,Long-term partner,,,,,,,,,,,,,False
935,28.0,False,,,Groningen,0.0,,,,,,,,,,,,Beverage manager,Holland America line,True
936,29.0,True,,noorderpoort,Groningen,0.0,"Long-term, open to short",,,,,,Cancer,,Trade School,Monogamy,Sometimes,Verzorgende OH,Verzorgingstehuis,True
937,28.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,,166.0,In Grad School,,,Corporate recruiter,,True
938,21.0,False,,,,0.0,,,,,,,Sagittarius,170.0,,,,Horeca,,True
939,19.0,False,,het perron,,0.0,Still figuring it out,,,,,,,,,,,,,True
940,25.0,False,,,Bremen,0.0,Still figuring it out,,0.0,0.0,,,Sagittarius,,High School,,,Krankenschwester,,True
941,29.0,True,,NHL University of Applied Sciences,Groningen,0.0,Long-term partner,Gay,0.0,0.0,0.0,,Aquarius,166.0,Bachelors,Monogamy,Sometimes,History teacher,,True
942,34.0,False,M,,,,,,,,0.0,,,,PhD,,Often,,,True
943,27.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,Aries,,Masters,,Often,Jurist,,True
944,27.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Cancer,184.0,In College,,Sometimes,MSc Energy for Society,,True
945,29.0,True,,,,0.0,,,,,,,,,,,,,,True
946,25.0,False,,University of London - Queen Mary,,0.0,"Short-term, open to long",,,,,,,168.0,,,,,,True
947,28.0,False,,Bedrijfskunde,Groningen,0.0,,,,,,,Leo,,In Grad School,,Often,,,False
948,39.0,True,,Hogwarts ,Groningen,0.0,,Gay,,,,,Scorpio,180.0,Trade School,Monogamy,Often,Front desk medewerker,Universiteit van Groningen,True
949,30.0,True,,Nederlandse Filmacademie,Amsterdam,0.0,Still figuring it out,,0.0,0.0,,,Pisces,,,,,,,True
950,25.0,False,F,Hogeschool Utrecht,,,"Long-term, open to short",,0.0,1.0,,,Aquarius,172.0,Masters,Monogamy,Sometimes,"Kinderfysiotherapeute i.o,",De Kinderpraktijk,False
951,27.0,False,,,Groningen,0.0,"Short-term, open to long",,,,,,,,,,,,,True
952,28.0,True,F,,Groningen,,Still figuring it out,,,,0.0,,Scorpio,,Masters,,,Communicatie,Rijksoverheid,True
953,51.0,False,M,,,1.0,Still figuring it out,,0.0,0.0,,,,,Bachelors,Monogamy,,Engineer,,False
954,32.0,True,,Hogeschool voor de Kunsten Utrecht,Groningen,0.0,Still figuring it out,,,,,,Libra,180.0,In Grad School,Open to exploring,Often,Grafisch Ontwerper,,True
955,36.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
956,29.0,False,,,,0.0,"Long-term, open to short",,0.0,1.0,1.0,,,,,Monogamy,,,,False
957,32.0,True,,,Groningen,0.0,"Long-term, open to short",,,,,,Pisces,188.0,Trade School,,Sometimes,,,True
958,23.0,False,,,,0.0,"Long-term, open to short",,,,1.0,,,,,,,Erzieherin,Kindergarten,True
959,23.0,True,,Westfälische Wilhelms-Universität,,0.0,Still figuring it out,,,,,,,,,,Everyday,,,True
960,,True,,Universiteit van Amsterdam,Amsterdam,0.0,Still figuring it out,,1.0,1.0,,,Libra,171.0,Bachelors,Monogamy,Sometimes,Eigen ondernemer,Eigen onderneming,True
961,19.0,False,,,Amsterdam,0.0,,,,,,,,,,,,Horeca,,True
962,24.0,True,,Hogeschool Utrecht,Amsterdam,0.0,Still figuring it out,,,,,,Cancer,,In College,,Sometimes,,,True
963,21.0,False,,Hogeschool van Amsterdam,Amsterdam,0.0,,,,,,,Cancer,,In Grad School,,Often,Koekjes maken,Het Koekemannetje,True
964,21.0,True,F,,,1.0,,,,,0.0,,Cancer,,,,,,,True
965,24.0,False,,,,0.0,"Long-term, open to short",,0.0,0.0,,,,,In College,Monogamy,Occasionally,,,False
966,27.0,True,,Radboud Universiteit Nijmegen,Nijmegen,0.0,,,,,,,,,,,,,,True
967,22.0,False,,TMO Fashion Business,Amsterdam,0.0,Still figuring it out,,,,,,Virgo,,Bachelors,,,"[{'company': {'name': 'Nikkie'}, 'title': None}]",Nikkie,True
968,24.0,True,,Hogeschool van Amsterdam,Haarlem,0.0,Still figuring it out,,,,,,,168.0,,,,,,True
969,35.0,True,,,,0.0,"Long-term, open to short",,,,,,Aries,156.0,,,,,,True
970,23.0,False,,,,0.0,"Long-term, open to short",Straight,,,,,Sagittarius,,,Monogamy,Often,,,False
971,23.0,False,,Hogeschool van Arnhem en Nijmegen,,0.0,Still figuring it out,,,,,,Aquarius,,In College,,,,,True
972,21.0,False,,,Amsterdam,0.0,"Long-term, open to short",,,,,,Cancer,160.0,Trade School,,,,,False
973,22.0,True,F,,Amsterdam,1.0,"Long-term, open to short",Straight,0.0,0.0,0.0,,Gemini,167.0,,Monogamy,,Cook at restaurant,,False
974,26.0,True,,Rajamangala University of Technology Isan,,0.0,"Long-term, open to short",,0.0,0.0,1.0,,Leo,157.0,Bachelors,,Sometimes,Teacher,,False
975,20.0,False,,Hippische Opleidingen MBO Terra,Veendam,0.0,"Short-term, open to long",,,,,,Aries,,In Grad School,Monogamy,Often,Instructeur,Stal Albertskeet,True
976,19.0,False,,Cibap Zwolle,,0.0,"Short-term, open to long",Straight,,,,,Sagittarius,,,,Often,,,True
977,21.0,False,F,Fashion Institute of Technology,,1.0,,,,,,,,,,,,,,True
978,27.0,False,,,Monnickendam,0.0,"Long-term, open to short",,,,,,,172.0,In Grad School,Monogamy,Sometimes,Pedagogisch educatief professional,,True
979,24.0,False,,AMFI,Amsterdam,0.0,,,,,,,,,,,,,,True
980,24.0,False,,University of Amsterdam,Amsterdam,0.0,Still figuring it out,,0.0,0.0,,,Virgo,,Bachelors,,Often,Gallery manager,,True
981,21.0,True,,Rechten ,,0.0,Still figuring it out,,,,,,,,,,,,,False
982,21.0,True,F,Universiteit van Amsterdam,Amsterdam,1.0,Still figuring it out,,,,0.0,,Pisces,,In College,,,,,True
983,24.0,False,,Hogeschool Utrecht,,0.0,,,0.0,0.0,0.0,,Virgo,,,,Often,,,True
984,21.0,False,,Radboud Universiteit Nijmegen,Nijmegen,0.0,Still figuring it out,,,,,,,,,,,,,True
985,27.0,True,,Universiteit Utrecht,Utrecht,0.0,"Long-term, open to short",,,,,,Pisces,,In College,,Sometimes,studente diergeneeskunde,,True
986,23.0,True,,University of Amsterdam,,0.0,"Long-term, open to short",,,,,,,,,,Occasionally,Student,University of Amsterdam,True
987,26.0,False,,MSH Medical School Hamburg - University of Applied Sciences and Medical University,,0.0,Still figuring it out,,,,,,,,,Monogamy,,,,True
988,24.0,True,,Hogeschool van Amsterdam,Amsterdam,0.0,Still figuring it out,,,,,,,,,,,,,True
989,24.0,False,,verpleegkunde ,,0.0,Still figuring it out,,,,,,Aquarius,,In Grad School,,,,,False
990,21.0,False,,Institute for Tourism and Travel Studies,Haarlem,0.0,Short-term fun,,,,0.0,,Libra,,,,,,,True
991,21.0,False,,,,0.0,Still figuring it out,,,,,,Scorpio,164.0,,,Everyday,,,True
992,21.0,False,,Westfälische Wilhelms-Universität,Münster,0.0,,,,,,,Aquarius,,In College,,Often,,,True
993,22.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
994,22.0,True,,,,0.0,Still figuring it out,,,,,,Leo,175.0,Trade School,,Often,,,True
995,22.0,False,,Hogeschool TIO,Utrecht,0.0,"Short-term, open to long",,,,,,Sagittarius,174.0,In College,,,,,True
996,28.0,False,,Vrije Universiteit Amsterdam,,0.0,"Long-term, open to short",,,,,,Aquarius,155.0,In College,,,,,True
997,20.0,False,,Universiteit Leiden,,0.0,,,,,,,,,,,,,,True
998,21.0,False,,,,0.0,New friends,,,,,,Scorpio,,Trade School,,,Ja,,True
999,20.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1000,21.0,False,,Vrije Universiteit Amsterdam,Edam,0.0,Still figuring it out,,,,,,Sagittarius,,Bachelors,Monogamy,,,,True
1001,24.0,False,,Universiteit van Amsterdam,,0.0,,,,,,,,,,,,,,True
1002,19.0,True,,Hogeschool Utrecht,,0.0,Still figuring it out,,,,,,Scorpio,,,,,,,True
1003,23.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1004,24.0,False,,x,,0.0,Long-term partner,,,,,,,,,Monogamy,Sometimes,x,x,True
1005,26.0,False,,,,0.0,,,,,,,Taurus,,,,,Doktersassistente,,True
1006,20.0,True,,,Amsterdam,0.0,,,,,,,Aquarius,,,,Everyday,Serveerster en verkoop medewerkster,Weesper,True
1007,23.0,False,,,,0.0,,,,,,,,,,,Often,Tiermedizinische Fachangestellte,,True
1008,34.0,False,F,Srinakharinwirot University,Nakhon Nayok,,New friends,,0.0,0.0,1.0,,Aries,,Bachelors,,Sometimes,Marketing officer,TAT,True
1009,24.0,False,,Erasmus Universiteit Rotterdam,Utrecht,0.0,,,,,,,,,Masters,,Often,,,True
1010,26.0,False,,,,0.0,"Long-term, open to short",,,,,,Capricorn,,,,,,,False
1011,23.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,,,,,,,,True
1012,20.0,False,,,Hoorn,0.0,"Short-term, open to long",,,,,,Scorpio,,,,Never,Horeca medewerkerr,K&K amsterdam,True
1013,23.0,False,,Sport En Bewegen ,,0.0,,,,,0.0,,,,,,,,,True
1014,19.0,False,,Friesland College,Franeker,0.0,Still figuring it out,,,,,,Aries,178.0,Trade School,,,,,True
1015,23.0,True,,,Essen,0.0,,,,,0.0,,Scorpio,,,,,,,False
1016,22.0,False,,,Osnabrück,0.0,Still figuring it out,,,,,,Taurus,,In College,,,Mode Management Studentin,,True
1017,22.0,False,,AMFI ,,0.0,,,,,,,,,,,,,,False
1018,24.0,False,,Stenden Hogeschool,Lelystad,0.0,"Short-term, open to long",,,,,,Aquarius,,In Grad School,Monogamy,,Hypotheekacceptant,Florius,True
1019,22.0,False,,Duales Studium,,0.0,Still figuring it out,,,,,,Pisces,168.0,In College,,Often,,,False
1020,26.0,False,,,Osnabrück,0.0,"Long-term, open to short",,,,,,Virgo,160.0,,,Everyday,,,True
1021,22.0,True,F,Universiteit Utrecht,Veenendaal,1.0,"Long-term, open to short",,,,,,Capricorn,,Bachelors,Monogamy,Often,Student Rechtsgeleerdheid,,True
1022,27.0,True,,Hogeschool Saxion,,0.0,"Long-term, open to short",,,,,,Libra,170.0,Bachelors,,Often,,,True
1023,25.0,False,,Radboud Universiteit Nijmegen,Nijmegen,0.0,Still figuring it out,,,,,,,167.0,Masters,,,,,True
1024,26.0,True,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1025,23.0,False,,amsterdam fashion institute,Amsterdam,0.0,Still figuring it out,,,,0.0,,,,,,,,,True
1026,23.0,False,,,,0.0,,,,,,,,,,,,,,True
1027,24.0,True,F,Universiteit van Amsterdam,Amsterdam,,,,,,0.0,,Libra,,Masters,,Often,,,True
1028,25.0,False,,,,0.0,Still figuring it out,,,,,,Gemini,,In Grad School,,Sometimes,,,True
1029,20.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
1030,24.0,True,,,Amersfoort,0.0,,,,,,,Libra,163.0,,,,,,True
1031,20.0,False,,,Utrecht,0.0,Still figuring it out,,,,,,Sagittarius,,In College,,Sometimes,,,True
1032,19.0,False,,mbo,,0.0,Still figuring it out,,,,,,Scorpio,167.0,Trade School,,,,,True
1033,22.0,False,,Universiteit van Amsterdam,Amsterdam,0.0,,,,,,,,,Bachelors,,,,,True
1034,21.0,False,,,,0.0,"Long-term, open to short",,,,,,,180.0,,,,,,True
1035,24.0,False,,Universität Osnabrück,,0.0,"Long-term, open to short",Straight,,,,,Capricorn,175.0,In College,Monogamy,,,,True
1036,23.0,False,,Wageningen Universiteit en Researchcentrum,,0.0,,,,,0.0,,Leo,,,,,,,True
1037,23.0,True,,,,0.0,Still figuring it out,,,,,,,,,Monogamy,,,,True
1038,23.0,False,,Westfälische Wilhelms-Universität,,0.0,Still figuring it out,,,,,,,182.0,,,Often,Werkstudentin,Raphaelsklinik,True
1039,21.0,False,F,voeding en diëtetiek hva,Amstelveen,1.0,,,,,,,Cancer,,,,Often,,,False
1040,21.0,True,,,Velen,0.0,Long-term partner,Straight,,,,,Scorpio,188.0,,Monogamy,Often,Examinierte Altenpflegerin,,True
1041,23.0,True,F,TIO University of Applied Sciences,Amsterdam,1.0,,,0.0,0.0,0.0,,Leo,,,,,Hbo rechten,,True
1042,22.0,False,,,,0.0,,,,,,,Cancer,,,,Sometimes,,,True
1043,23.0,True,F,Utrecht University,Utrecht,1.0,"Short-term, open to long",,,,,,Sagittarius,,Bachelors,,,,,True
1044,20.0,False,,ROC Aventus ,Loenen,0.0,"Short-term, open to long",,,,,,Aries,163.0,Trade School,,Often,,,False
1045,28.0,False,F,Universiteit van Amsterdam,,,,,,,,,,,,,,Jurist,,True
1046,20.0,False,,,,0.0,,,,,,,Virgo,,,,,,,True
1047,22.0,False,,oberstufe,Hannover,0.0,Long-term partner,,,,,,Aquarius,166.0,High School,Open relationship,Everyday,Oberstufe,,True
1048,21.0,False,,Radboud Universiteit Nijmegen,,0.0,,,0.0,0.0,0.0,,,,,,,"[{'company': {'name': 'Zorgcentra de Betuwe'}, 'title': None}]",Zorgcentra de Betuwe,True
1049,21.0,False,,,Bremerhaven,0.0,,,,,,,Libra,,,,Gym rat,,,True
1050,21.0,True,,,Hoorn,0.0,,,,,,,Libra,,,,,Foodtruckmanager,,True
1051,25.0,False,F,Amsterdam University of Applied Sciences,Gelugor,,Still figuring it out,,0.0,0.0,0.0,,Taurus,,Bachelors,,,Grondstewardess,Menzies Aviation and Swissport,False
1052,23.0,True,F,Verpleegkundige,'s-Hertogenbosch,1.0,"Short-term, open to long",,,,0.0,,,164.0,,,Often,Verpleegkundige in de gehandicaptenzorg,Cello,False
1053,26.0,False,,,,0.0,,,,,,,,,,,,,,True
1054,25.0,False,,Creative Business,,0.0,Still figuring it out,,,,,,Pisces,,Bachelors,,,,,True
1055,23.0,False,,,,0.0,New friends,,,,,,Virgo,,,,,,,True
1056,25.0,False,,,Amsterdam,0.0,"Short-term, open to long",,,,,,Capricorn,183.0,,,Often,,,True
1057,19.0,True,,tussenjaar,Breukelen,0.0,Still figuring it out,,,,,,Pisces,170.0,,Monogamy,Never,Oppas,,False
1058,21.0,True,,Hogeschool van Arnhem en Nijmegen,Arnhem,0.0,Still figuring it out,,,,,,Gemini,,In Grad School,Monogamy,Sometimes,,,True
1059,22.0,True,,University of Amsterdam,Amsterdam,0.0,"Short-term, open to long",,,,,,Cancer,176.0,Bachelors,Monogamy,Often,Student,,True
1060,25.0,False,F,Westfälische Wilhelms-Universität,,,,,,,,,,,,,,,,True
1061,22.0,False,,,,0.0,Still figuring it out,,,,,,Cancer,175.0,In College,,,Studentin,,True
1062,23.0,False,,,,0.0,,,,,,,Sagittarius,,,,,,,True
1063,22.0,False,F,Carl von Ossietzky Universität Oldenburg,,1.0,,Straight,,,,,Libra,,In College,,Gym rat,,,True
1064,20.0,True,,sport en bewegen ,Almen,0.0,Still figuring it out,,,,0.0,,Pisces,,Trade School,,Everyday,,,True
1065,21.0,False,F,,Amsterdam,1.0,Long-term partner,Straight,,,,,Leo,,,,,,,True
1066,26.0,False,,,Rotterdam,0.0,"Short-term, open to long",,,,,,Sagittarius,,Bachelors,,,,,True
1067,25.0,False,,Hogeschool Utrecht,,0.0,Long-term partner,,,,,,,,,,,,,True
1068,24.0,False,,,Stompetoren,0.0,"Short-term, open to long",,,,,,Aries,,,,,,,True
1069,27.0,True,,,Arnhem,0.0,,,,,,,Cancer,,,,,,,True
1070,26.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Gemini,173.0,In Grad School,Monogamy,Often,Recruiter,Belastingdienst,True
1071,21.0,False,,,,0.0,Still figuring it out,,,,,,Gemini,,Trade School,Monogamy,,,,True
1072,29.0,True,,Radboud Universiteit Nijmegen,Nijmegen,0.0,"Short-term, open to long",,,,,,Scorpio,172.0,Masters,,,Marketeer,,True
1073,22.0,False,,Universiteit van Amsterdam,,0.0,,,,,,,,,,,,,,True
1074,24.0,True,F,,,,,,,,0.0,,Libra,,,,,,,True
1075,25.0,False,,Schoevers ,Amsterdam,0.0,"Long-term, open to short",,,,,,Capricorn,,,Monogamy,,Jurist,BDO Legal,True
1076,25.0,False,F,Universiteit van Amsterdam,Amsterdam,,,,,,,,Cancer,,Masters,,,Psychologiestudent,,True
1077,24.0,True,,,,0.0,,,,,,,Pisces,169.0,,,,,,True
1078,20.0,True,F,,Hilversum,1.0,Still figuring it out,Straight,,,0.0,,Scorpio,159.0,In Grad School,Monogamy,Occasionally,,,True
1079,22.0,False,,Universiteit Utrecht,Utrecht,0.0,Still figuring it out,,,,,,Aries,,In College,Monogamy,,,,True
1080,26.0,True,,,Groningen,0.0,,,,,,,Scorpio,,Masters,,,Junior adviseur,,True
1081,27.0,True,F,,นครราชสีมา,1.0,"Short-term, open to long",,0.0,0.0,1.0,,Gemini,155.0,,Monogamy,,,,True
1082,24.0,False,,,Arnhem,0.0,"Long-term, open to short",Pansexual,,,,,Sagittarius,152.0,,,,,,True
1083,25.0,False,,,Münster,0.0,,,,,0.0,,,173.0,,,,,,True
1084,21.0,True,,Marketing En Communicatie,Waverveen,0.0,Still figuring it out,,,,,,Scorpio,,Trade School,Monogamy,Often,Marketing en communicatie medewerker,,False
1085,23.0,False,,,Haarlem,0.0,Short-term fun,,,,,,,174.0,,,,,,True
1086,25.0,False,F,Universiteit Utrecht,,,,,,,0.0,,,,,,,,,True
1087,20.0,False,,,,0.0,Still figuring it out,,,,,,Cancer,,,,,,,True
1088,23.0,False,,,,0.0,,,,,,,,,,,,,,True
1089,24.0,False,,,Osnabrück,0.0,Still figuring it out,,,,,,Taurus,163.0,Bachelors,Monogamy,,,,True
1090,19.0,True,,Natuurkunde,,0.0,Long-term partner,,,,,,Pisces,168.0,In College,Monogamy,Everyday,,,True
1091,30.0,False,F,,,1.0,,,,,,,Aries,,,,,,,False
1092,24.0,False,,Johannes Gutenberg-Universität Mainz,,0.0,,,,,,,,180.0,In College,,Occasionally,,,True
1093,25.0,False,F,,Nijmegen,,,,,,,,,,,,,Fysiotherapeute,,True
1094,31.0,False,F,FADU (UBA),Amsterdam,,,,,,0.0,,,,,,,,,True
1095,25.0,False,,,Nijmegen,0.0,Still figuring it out,,,,,,,,,,,Online marketeer,,True
1096,27.0,False,,,,0.0,"Long-term, open to short",,,,,,,178.0,,,Often,,,True
1097,24.0,False,F,,,,"Long-term, open to short",,,,,,,,,Monogamy,,Tandartsassistent,,True
1098,22.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
1099,19.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
1100,29.0,False,F,,,,"Long-term, open to short",,,,,,,,,,,,,True
1101,28.0,False,,,,0.0,,,,,,,,,,,,Pedagogisch medewerker,,False
1102,20.0,False,F,HVA,Haarlem,1.0,Still figuring it out,Straight,,,,,Capricorn,,Bachelors,,,,,True
1103,24.0,True,,Leiden University,Leiden,0.0,,,0.0,0.0,0.0,,,,Masters,,,MSc Media Technology,,True
1104,19.0,True,,Universiteit van Amsterdam,Wormerveer,0.0,Still figuring it out,,,,,,,163.0,Bachelors,,Often,Schoonmaken bij oude mensen en junior salesmanager,Tendersucces,False
1105,27.0,False,,,,0.0,,,,,,,,,,,,,,True
1106,25.0,False,,Ghent University,,0.0,,,,,,,,,,,,,,True
1107,23.0,False,,,,0.0,,,,,0.0,,,,,,,,,True
1108,26.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
1109,21.0,False,,,Didam,0.0,Still figuring it out,,,,,,Leo,,,,Sometimes,Nagelstylist,So extra salon,True
1110,32.0,False,F,Saxion Hogeschool,,,Still figuring it out,,,,,,Sagittarius,,In Grad School,,,,,True
1111,25.0,True,,Hogeschool van Amsterdam,Amsterdam,0.0,"Long-term, open to short",,,,,,Pisces,177.0,Bachelors,Monogamy,Often,Fysiotherapie,,True
1112,22.0,False,,Fontys Hogescholen verpleegkunde,,0.0,,,,,0.0,,,,In College,,,,,True
1113,21.0,False,,Hogeschool van Amsterdam,Amsterdam,0.0,Still figuring it out,Straight,,,0.0,,Capricorn,,,,,,,True
1114,26.0,False,,,,0.0,Still figuring it out,,,,,,,175.0,,,,,,True
1115,22.0,False,F,Hogeschool Leiden,Leiden,1.0,Long-term partner,,,,0.0,,Pisces,,,Monogamy,,,,False
1116,24.0,False,,,,0.0,"Long-term, open to short",,,,,,,174.0,Masters,,,,,True
1117,21.0,False,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,Straight,,,,,,,,,,Psychologie studente,,True
1118,21.0,False,,Tussenjaar,Haarlem,0.0,Short-term fun,,,,,,Pisces,,,,,Horeca,,True
1119,26.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,False
